Temperature,Humidity,SoilMoisture,Crop,Irrigation_Needed
25.2,57,50.4,Tomato,No
23.4,63.3,47.9,Tomato,No
21.2,56.1,53.3,Tomato,No
24.8,56.3,48.6,Tomato,No
25.1,61.2,45.6,Tomato,No
19.2,65.3,47.4,Tomato,No
22.3,58.8,48.8,Tomato,No
22.6,62.3,53.3,Tomato,No
24.2,63.6,49.9,Tomato,No
22.4,62.7,49.4,Tomato,No
23.9,59,45.8,Tomato,No
23.6,56.4,52.6,Tomato,No
23.7,52.6,47.8,Tomato,No
22.6,59.1,49.7,Tomato,No
22.7,63.9,54.9,Tomato,No
21.8,56.3,51.7,Tomato,No
24.8,62.3,44.6,Tomato,No
25.1,56.8,44.1,Tomato,No
22.5,60.4,49.8,Tomato,No
27,62.4,46,Tomato,No
23.4,57.8,52.2,Tomato,No
27.1,60.6,50.1,Tomato,No
22.7,58.6,50.6,Tomato,No
19.9,62.4,47.6,Tomato,No
24.8,60.8,55.8,Tomato,No
24.5,60.2,59.5,Tomato,No
24.1,65.2,49.1,Tomato,No
22.7,62.2,51.2,Tomato,No
23.9,57.7,50.3,Tomato,No
23,59.7,49.1,Tomato,No
23.4,59.7,47.2,Tomato,No
25.7,60.3,46.4,Tomato,No
24.4,68.4,46.2,Tomato,No
25.2,61.2,51.4,Tomato,No
23.5,53.2,48.3,Tomato,No
23.3,58.2,41.4,Tomato,No
21.7,53.6,51.5,Tomato,No
23.3,58.9,49.9,Tomato,No
17.4,53.4,54.5,Tomato,No
22.8,57.1,51.2,Tomato,No
23.8,54.9,45.1,Tomato,No
25.1,61.3,42.6,Tomato,No
23.5,60,47.6,Tomato,No
24.7,61,47.9,Tomato,No
19.6,59.7,53.1,Tomato,No
23.9,55.4,50,Tomato,No
20.6,61.7,53.8,Tomato,No
21.6,66.4,45.6,Tomato,No
23.6,61.4,53.2,Tomato,No
26.6,58.6,52.4,Tomato,No
24.7,55.2,43.3,Tomato,No
24,57,54.4,Tomato,No
24,61.5,50.3,Tomato,No
22.6,63.6,51.3,Tomato,No
22.9,60.9,47.1,Tomato,No
24.9,62.7,54.3,Tomato,No
21.2,62.4,46,Tomato,No
25.2,61.7,52.8,Tomato,No
23.2,57.8,52.7,Tomato,No
25.7,60.6,46.8,Tomato,No
25.9,57.2,56.6,Tomato,No
20.7,60.1,50.8,Tomato,No
22.8,61.1,52.2,Tomato,No
22.3,65.6,44.9,Tomato,No
20.4,55.6,57.1,Tomato,No
21.9,61.6,45.9,Tomato,No
28.9,64.9,53.4,Tomato,No
25.2,62.5,46.7,Tomato,No
27.8,62.8,47.9,Tomato,No
25.7,62,52.6,Tomato,No
22.5,64.3,53.4,Tomato,No
23.2,56.4,45.8,Tomato,No
25.2,55.4,53.6,Tomato,No
24.9,60,53.5,Tomato,No
22.8,52.8,46.9,Tomato,No
21,64.1,55.3,Tomato,No
30.6,64.1,45.1,Tomato,No
23.7,58.6,47.9,Tomato,No
23.3,58.8,51.6,Tomato,No
24.2,59.8,47.2,Tomato,No
23.5,60.2,50.9,Tomato,No
24.2,60.4,50.8,Tomato,No
26.6,61.9,49.4,Tomato,No
23.8,59.4,52.8,Tomato,No
21.7,63.1,49.2,Tomato,No
23.7,61.5,50.8,Tomato,No
23.1,58,53.8,Tomato,No
26.8,64.5,52.6,Tomato,No
26.3,55.5,52.6,Tomato,No
24.2,59.7,46.2,Tomato,No
21.4,63.2,51.7,Tomato,No
21.5,57.6,47.1,Tomato,No
24,61,45.7,Tomato,No
24.7,61.8,49.8,Tomato,No
23.3,57.1,47,Tomato,No
23,59.8,52.6,Tomato,No
22.8,59.5,52.7,Tomato,No
24,58.2,43.7,Tomato,No
19.2,67.7,47.2,Tomato,No
21.8,57.5,45.1,Tomato,No
22.7,63.3,48.5,Tomato,No
26.4,58.7,51.5,Tomato,No
22.4,56.4,49.2,Tomato,No
24.4,60.3,48,Tomato,No
24.5,62.2,54.3,Tomato,No
26.6,63.1,42.3,Tomato,No
26.5,65.2,54.1,Tomato,No
23.9,69.8,48.2,Tomato,No
23,60.8,49.7,Tomato,No
22.7,57.8,48.2,Tomato,No
23.5,61.5,55.1,Tomato,No
23.1,59.1,45.9,Tomato,No
25.1,63.1,50,Tomato,No
24.8,55.7,51.8,Tomato,No
25.2,67.9,44.6,Tomato,No
26.5,62.9,46.9,Tomato,No
27.7,54.4,49.5,Tomato,No
24.2,57.6,47,Tomato,No
26.2,62.7,47.3,Tomato,No
23.3,63.9,48.8,Tomato,No
26.4,55.8,52.2,Tomato,No
26.1,62.4,48.9,Tomato,No
26,53.5,53.6,Tomato,No
24.2,59.7,46.7,Tomato,No
22.7,63.7,45.8,Tomato,No
21.2,58.2,56.4,Tomato,No
23.9,55,47.8,Tomato,No
27.1,60.5,45.6,Tomato,No
23.4,58,44.2,Tomato,No
25.6,62.1,53.6,Tomato,No
25.7,57,48.9,Tomato,No
23.4,57.4,49.2,Tomato,No
26.6,53.3,49.5,Tomato,No
18.2,60.6,53.4,Tomato,No
21.6,59.5,49.4,Tomato,No
22.2,56,57.8,Tomato,No
22.4,60.6,50.4,Tomato,No
24.7,63.4,53.5,Tomato,No
24.6,59.3,52.7,Tomato,No
24.8,60.9,49.9,Tomato,No
25.2,60.9,48,Tomato,No
22.1,56,51.1,Tomato,No
21.6,66.9,51.7,Tomato,No
24.8,58.4,48.1,Tomato,No
22.7,62.2,50.6,Tomato,No
20.9,62.6,54.1,Tomato,No
25.9,59.5,56.9,Tomato,No
26.8,62,52.8,Tomato,No
27.1,60.8,56.2,Tomato,No
24.4,55.3,47.9,Tomato,No
25.3,58.9,52.3,Tomato,No
26.7,58,54.5,Tomato,No
22.7,58.5,47,Tomato,No
26.2,55.7,48.4,Tomato,No
24.6,63.8,55.8,Tomato,No
25.8,65.3,46.7,Tomato,No
24.4,63.3,45.5,Tomato,No
26.6,64.2,55.1,Tomato,No
24.4,58.9,54,Tomato,No
21,57.9,51.4,Tomato,No
26.9,57.4,49.8,Tomato,No
22.1,62.1,48.5,Tomato,No
26.5,60.8,50.9,Tomato,No
23.8,59.7,55.3,Tomato,No
26.4,64.3,50.8,Tomato,No
26.3,61.3,57.2,Tomato,No
24.9,57.2,47,Tomato,No
25,57.7,49.9,Tomato,No
24.8,62.3,48.8,Tomato,No
20,63.5,46.4,Tomato,No
24.2,61.8,49.5,Tomato,No
21.8,66.3,51.4,Tomato,No
24.3,65.5,51.7,Tomato,No
21.7,61.5,57.2,Tomato,No
21.6,57.2,51.5,Tomato,No
27.2,55.6,53.8,Tomato,No
26.1,58.7,50.2,Tomato,No
24,62.5,55.6,Tomato,No
24.4,66.1,58,Tomato,No
23.5,61.4,51.8,Tomato,No
25.1,63.9,46.7,Tomato,No
22.6,59.2,48.2,Tomato,No
26,62.1,50.9,Tomato,No
23.5,62.7,51.5,Tomato,No
23.2,53.4,52.3,Tomato,No
24,58.6,51.5,Tomato,No
22.8,63.2,50,Tomato,No
24.7,60.9,47.9,Tomato,No
22.9,56,51.3,Tomato,No
24.9,51.9,56.2,Tomato,No
26.4,58.8,53.4,Tomato,No
22.6,59.8,51.8,Tomato,No
23.7,57.1,53.4,Tomato,No
24.9,60.5,48.8,Tomato,No
23.1,61.7,48.3,Tomato,No
24.9,62.2,47.5,Tomato,No
25.1,52.1,49.6,Tomato,No
26.2,55.6,48.6,Tomato,No
22.8,59,54,Tomato,No
22.1,61.9,48.4,Tomato,No
23.4,61.6,47.3,Tomato,No
22.1,61.6,56.5,Tomato,No
25.1,58.7,48.5,Tomato,No
21.7,58.9,50.5,Tomato,No
28.7,57.6,51.5,Tomato,No
26.6,62.6,46.2,Tomato,No
24,56.9,54.1,Tomato,No
25.7,62.8,52.1,Tomato,No
20.7,60.7,55.2,Tomato,No
29,59.8,47.7,Tomato,No
22.8,57.8,50.3,Tomato,No
23.8,55.5,50.1,Tomato,No
20.3,57.8,50.9,Tomato,No
25,58.9,45.2,Tomato,No
21.8,52.1,50.4,Tomato,No
24.2,59.3,45.2,Tomato,No
22.9,63.1,51.2,Tomato,No
21.8,61.9,42.9,Tomato,No
22.4,58.3,43.8,Tomato,No
24.5,60.2,52.7,Tomato,No
21.4,58.1,48.2,Tomato,No
22.5,60.5,46.7,Tomato,No
25.3,65.1,54.2,Tomato,No
29.2,63.2,51.1,Tomato,No
25,61.7,52.9,Tomato,No
22.2,58.4,49.4,Tomato,No
23.3,62.5,58.9,Tomato,No
24.1,54.4,48,Tomato,No
23.3,59.2,55.8,Tomato,No
25.8,61.9,49.8,Tomato,No
24.4,62.5,44.5,Tomato,No
25.8,62.2,51.6,Tomato,No
23.4,61,51,Tomato,No
26.7,59.3,46.5,Tomato,No
23.7,61.8,46.9,Tomato,No
22.1,56.8,49.9,Tomato,No
28.4,57.2,51.2,Tomato,No
20.4,60.2,41.8,Tomato,No
22.5,60.6,53.5,Tomato,No
22.7,53.9,48.4,Tomato,No
29,61.5,45.6,Tomato,No
27.6,62.6,53.1,Tomato,No
27,59.7,49.9,Tomato,No
23.3,67.9,54.1,Tomato,No
28.9,57.7,51.5,Tomato,No
24.7,58.8,50,Tomato,No
26,58.7,49.5,Tomato,No
24.4,59.7,51.6,Tomato,No
23.9,58.9,48.6,Tomato,No
23.5,55.3,47.2,Tomato,No
23.6,58.2,52,Tomato,No
25.2,59.7,49.5,Tomato,No
24.7,64.1,50.1,Tomato,No
23.9,67.3,53.6,Tomato,No
27,64.5,49.6,Tomato,No
18.1,57.4,50.1,Tomato,No
25,57.7,48,Tomato,No
25.4,59.5,51.4,Tomato,No
26.3,65.9,51.2,Tomato,No
23.9,59.4,53,Tomato,No
24.4,55.6,48.1,Tomato,No
26,58.3,48.5,Tomato,No
27,62.5,52.6,Tomato,No
23.4,62.3,50.8,Tomato,No
24.5,59.3,47,Tomato,No
27.4,62.3,54.4,Tomato,No
19.8,52.4,44.3,Tomato,No
22.6,60.3,52.6,Tomato,No
26.9,62.9,45.8,Tomato,No
26.2,57.2,56.3,Tomato,No
25,57.2,44.9,Tomato,No
23.1,53.8,53.8,Tomato,No
22.2,65.3,49.7,Tomato,No
22.8,57.6,48.8,Tomato,No
27.1,60.8,50.6,Tomato,No
22.7,62,52.1,Tomato,No
24.2,65,47,Tomato,No
22.5,59.5,47.3,Tomato,No
25.7,58.2,52.2,Tomato,No
22.9,60.6,44.3,Tomato,No
23.8,64.3,48.1,Tomato,No
20.6,59.4,60.1,Tomato,No
20.8,56.8,46.8,Tomato,No
24,54.9,53.8,Tomato,No
21.3,55.9,48,Tomato,No
28.2,62.9,51.7,Tomato,No
19.9,58.9,52.2,Tomato,No
22.4,58,53.8,Tomato,No
24,57.6,49.3,Tomato,No
23.3,60.3,56.6,Tomato,No
21.8,59.2,48,Tomato,No
22.1,59.1,50.8,Tomato,No
22,64.5,50.8,Tomato,No
23.4,65.1,46.3,Tomato,No
27.9,54.6,49,Tomato,No
24.2,61.1,50.5,Tomato,No
26.4,57.4,48.6,Tomato,No
25,59.2,58.1,Tomato,No
26.2,61,47.2,Tomato,No
18.4,59.3,53.9,Tomato,No
23.4,60.8,52.9,Tomato,No
26.6,62.2,50,Tomato,No
22.9,61,47.1,Tomato,No
27.5,57.8,47.4,Tomato,No
27,57.9,48.3,Tomato,No
23.1,55.2,44,Tomato,No
23,57.2,46.7,Tomato,No
22,66.5,45.1,Tomato,No
22.7,57.4,54.5,Tomato,No
21.5,56,52.1,Tomato,No
24.9,61.1,52.6,Tomato,No
21.1,59.6,52,Tomato,No
25.2,59.3,50.6,Tomato,No
25.3,64.7,54.9,Tomato,No
20.7,61.8,48,Tomato,No
27.1,58.2,50.4,Tomato,No
25,58.6,52.5,Tomato,No
25.5,58.3,45.6,Tomato,No
22.5,62.9,60.3,Tomato,No
25.2,59,50.1,Tomato,No
26.3,54,50.5,Tomato,No
23.8,59.8,54.2,Tomato,No
28,54.9,53,Tomato,No
24.1,67.3,50.1,Tomato,No
26.3,56.8,50.4,Tomato,No
24.6,59.5,45,Tomato,No
25.2,60.9,48.1,Tomato,No
20.7,59,51.7,Tomato,No
24.7,59,51.5,Tomato,No
22.5,61.4,54.1,Tomato,No
22.3,65.1,49.6,Tomato,No
27.5,62.6,45.4,Tomato,No
23.6,64.9,53.5,Tomato,No
22,56.5,54.8,Tomato,No
23.3,61.1,53,Tomato,No
21.4,60.5,49.5,Tomato,No
26.9,61.2,53.5,Tomato,No
22.6,64.6,61.4,Tomato,No
25.1,59.3,50.4,Tomato,No
26.7,58.6,45.6,Tomato,No
23,61.8,48,Tomato,No
25.1,54.1,52.1,Tomato,No
21.9,59.2,44.7,Tomato,No
28.9,59.6,50.6,Tomato,No
25.9,56.9,51.3,Tomato,No
23.6,63.5,55.1,Tomato,No
22.5,56.5,54.4,Tomato,No
23.8,59.5,52.9,Tomato,No
23.3,61,42.8,Tomato,No
27.9,64.5,53.1,Tomato,No
21.5,60,52.4,Tomato,No
24.3,63.1,50.9,Tomato,No
24,62.3,44.2,Tomato,No
23.8,60.4,47.4,Tomato,No
23.8,56.4,46.1,Tomato,No
23.8,55.2,43.3,Tomato,No
25.7,60.4,50,Tomato,No
25.2,58.2,47.3,Tomato,No
24.8,63.1,58.8,Tomato,No
17.9,62.5,49.4,Tomato,No
24.6,59.4,54.3,Tomato,No
20.7,56.1,44.8,Tomato,No
25.3,61.7,48.2,Tomato,No
26.9,56.6,50.3,Tomato,No
22.1,57.5,47,Tomato,No
23.5,56.7,48.6,Tomato,No
22.8,59.5,49.3,Tomato,No
26.5,63.9,49.2,Tomato,No
24.2,60,56.2,Tomato,No
27.5,58.5,51.3,Tomato,No
24.8,54.9,51.6,Tomato,No
24.5,61.8,51.8,Tomato,No
24.1,57.4,52,Tomato,No
25.6,60.4,49.7,Tomato,No
20.5,58.8,48.9,Tomato,No
24.2,62.8,50.6,Tomato,No
23.9,59.5,53.9,Tomato,No
25.5,59.8,53.8,Tomato,No
23.6,61.6,49.2,Tomato,No
21.9,67,52.6,Tomato,No
24,63,49.4,Tomato,No
21.8,59.7,50.1,Tomato,No
20.1,60,48.4,Tomato,No
25.5,58.3,49.4,Tomato,No
25.2,56.8,54.5,Tomato,No
24.9,58.2,50.3,Tomato,No
26.6,57.4,50.5,Tomato,No
22.7,62.2,45.2,Tomato,No
21.1,56.4,49,Tomato,No
23.9,64.4,49.2,Tomato,No
23.3,62.5,47.2,Tomato,No
22.3,60.1,50.1,Tomato,No
23.8,60,48.6,Tomato,No
22.8,58.1,50.3,Tomato,No
20.3,60.9,50.4,Tomato,No
23.1,63.6,46.8,Tomato,No
21.7,57.7,48.7,Tomato,No
24.5,54.9,50.3,Tomato,No
22.7,62.3,53.9,Tomato,No
26.2,61.1,50.9,Tomato,No
27.2,56.3,47.8,Tomato,No
25.4,57.6,51.3,Tomato,No
20.9,57.1,55.7,Tomato,No
27,57.6,53.1,Tomato,No
27.2,58.9,51.8,Tomato,No
24,59.1,52.4,Tomato,No
26.6,57.8,54.8,Tomato,No
22.9,57.5,53.6,Tomato,No
20.3,59.2,51.9,Tomato,No
22.5,60.6,53.6,Tomato,No
27.5,58.9,46.4,Tomato,No
21,63.9,45,Tomato,No
24,61.7,50.5,Tomato,No
24.1,54.7,50.2,Tomato,No
23,61.7,48.2,Tomato,No
23.1,62,52.8,Tomato,No
24.1,58.6,43.8,Tomato,No
22.9,55,48.2,Tomato,No
21.2,60,48.4,Tomato,No
24.4,60,44.5,Tomato,No
26.1,56.3,55,Tomato,No
25.7,55.2,45.5,Tomato,No
22.4,59.7,48,Tomato,No
21.5,59.2,53,Tomato,No
23.4,58.6,52.2,Tomato,No
27.1,59.7,46.3,Tomato,No
25.3,56.3,52.3,Tomato,No
25.4,58.6,51,Tomato,No
25.8,61.8,57.8,Tomato,No
24.8,58.8,51.3,Tomato,No
24.2,54.4,49.5,Tomato,No
25.3,58.4,47.1,Tomato,No
22.9,56.4,47.5,Tomato,No
21.2,60.9,47.2,Tomato,No
25.4,61.1,54.6,Tomato,No
26.5,54.5,50.1,Tomato,No
21.8,62.5,51.9,Tomato,No
25.6,56.3,55,Tomato,No
27.4,65.2,42.1,Tomato,No
24,59.8,54.3,Tomato,No
22.4,55.8,50.2,Tomato,No
24.2,56.2,51.5,Tomato,No
22.9,61.2,47.2,Tomato,No
22.8,58.7,47.5,Tomato,No
24.9,59.7,51.6,Tomato,No
20.8,65.4,57.9,Tomato,No
21.1,57.7,53.3,Tomato,No
24,60.2,54.2,Tomato,No
24,64.7,49.4,Tomato,No
24.7,60.9,48,Tomato,No
27.8,54.6,47.4,Tomato,No
24.2,61.7,48.4,Tomato,No
25.2,56.1,43.2,Tomato,No
22,64.7,47.6,Tomato,No
25.5,57.3,48.1,Tomato,No
22.9,69.9,49.4,Tomato,No
24.1,64.9,50.4,Tomato,No
23.8,57.3,51.2,Tomato,No
26.1,60.1,50,Tomato,No
21.4,62.5,48.1,Tomato,No
19.4,62.6,43.5,Tomato,No
23.6,61.5,48.1,Tomato,No
24.9,64.2,46.8,Tomato,No
24.3,59.6,51.6,Tomato,No
26.5,58.8,53,Tomato,No
24.9,58.8,53.1,Tomato,No
22.9,62.9,52.5,Tomato,No
19.3,61.2,49.6,Tomato,No
23.5,61,48.3,Tomato,No
26.1,62.7,47.5,Tomato,No
23.2,53.2,45,Tomato,No
24.1,61,53.3,Tomato,No
24.8,60.7,49.4,Tomato,No
22,65.6,45.8,Tomato,No
25.2,54.9,47.2,Tomato,No
27.3,65.2,47.1,Tomato,No
23.7,60.3,50.1,Tomato,No
21.7,61.6,53.6,Tomato,No
23.9,65.6,48.8,Tomato,No
19.6,61.9,42.5,Tomato,No
24.7,61.3,49.4,Tomato,No
24.9,60.8,49.5,Tomato,No
27.4,58.4,49.3,Tomato,No
23.6,59.9,47.9,Tomato,No
24.8,57.6,50.7,Tomato,No
22.3,59.9,50.2,Tomato,No
23.3,52.2,49.9,Tomato,No
20.9,61.4,51.4,Tomato,No
23.6,59.6,48.6,Tomato,No
23.4,58.9,48.4,Tomato,No
24.6,60.7,54.6,Tomato,No
22.8,55.2,51.9,Tomato,No
24.2,66.4,52.8,Tomato,No
23.3,59.7,54.1,Tomato,No
23.3,59.5,51.8,Tomato,No
24.2,56.8,53.1,Tomato,No
24.1,60.1,44.7,Tomato,No
25.5,64.6,50.7,Tomato,No
23.8,63.5,49.4,Tomato,No
23.3,62.8,55.6,Tomato,No
23.6,61.8,53.1,Tomato,No
22.6,58.8,47.9,Tomato,No
23.3,55.2,51.2,Tomato,No
28.1,59.3,50.6,Tomato,No
22.2,59.2,51.5,Tomato,No
23.4,63.5,46.6,Tomato,No
23.2,61,51.2,Tomato,No
23.5,65.4,49.2,Tomato,No
23.3,64,50.9,Tomato,No
24.6,58.5,47.6,Tomato,No
20.6,54,48,Tomato,No
26.1,64.6,53.9,Tomato,No
25.3,64.5,46.5,Tomato,No
21.5,55.4,46.7,Tomato,No
19.5,65,49.8,Tomato,No
22,61.3,47.4,Tomato,No
23.5,60.5,47,Tomato,No
29.2,65.4,50.4,Tomato,No
25.1,64.5,45,Tomato,No
20.4,62.2,46.6,Tomato,No
22.6,61.6,56.8,Tomato,No
23.9,62.1,51.5,Tomato,No
24.5,58.7,47.5,Tomato,No
21.4,59.8,51.4,Tomato,No
23.7,57,51.9,Tomato,No
22.6,58.9,53.3,Tomato,No
21.8,58.8,49.6,Tomato,No
24.5,57.9,53.3,Tomato,No
25.5,60.5,43.2,Tomato,No
25.7,58.9,46.5,Tomato,No
25.1,61.7,50.5,Tomato,No
23,54.6,51.1,Tomato,No
25.4,59.6,47,Tomato,No
24.6,60.4,50.9,Tomato,No
24.3,59,47.9,Tomato,No
22.8,59.4,49.1,Tomato,No
23,54.7,53.4,Tomato,No
24.1,61.2,53,Tomato,No
28.9,62.2,46.7,Tomato,No
24.6,61.6,46.5,Tomato,No
22.8,63.5,48.6,Tomato,No
22.3,60.7,49.9,Tomato,No
23,61.6,47.8,Tomato,No
28.4,60.5,53.5,Tomato,No
23.2,62.3,51.2,Tomato,No
25.8,54.7,51.4,Tomato,No
23.2,57,45.8,Tomato,No
24.5,65.3,53.9,Tomato,No
25.6,51.8,40.6,Tomato,No
22.9,59.5,52.8,Tomato,No
22.7,63.9,53.1,Tomato,No
27.3,59.7,48.6,Tomato,No
26,58.6,54.2,Tomato,No
25.6,60.4,49.8,Tomato,No
25.6,58.8,50.2,Tomato,No
24.9,60.1,51.1,Tomato,No
28,57.7,60.6,Tomato,No
24.1,63.7,54.5,Tomato,No
25.2,64.7,52.3,Tomato,No
21.1,59.6,47,Tomato,No
22.4,55.4,50.5,Tomato,No
21.6,58.3,47.3,Tomato,No
26.5,59.4,52.7,Tomato,No
18.9,61.7,50.5,Tomato,No
23.2,56.6,46.3,Tomato,No
18,57.4,50.3,Tomato,No
22.3,61.7,47.2,Tomato,No
23,63.1,50.5,Tomato,No
26.8,57.9,47.1,Tomato,No
24.8,55.6,50.1,Tomato,No
22.3,70.9,52.5,Tomato,No
26.1,62.6,49.8,Tomato,No
24,59.1,48.7,Tomato,No
24.1,62.9,50.7,Tomato,No
21.6,59.6,52.3,Tomato,No
22,62.9,46.3,Tomato,No
22.3,60.5,50.9,Tomato,No
24.1,60.3,54.4,Tomato,No
24.2,59.6,51.9,Tomato,No
27.1,55.2,50.2,Tomato,No
24.8,66.5,52.1,Tomato,No
18.6,56.9,51.5,Tomato,No
24.5,55.5,52.5,Tomato,No
21.1,59.3,43.3,Tomato,No
22.1,56.8,44.8,Tomato,No
22.4,59.8,53.3,Tomato,No
22.7,62.3,45,Tomato,No
21.2,63.3,51.3,Tomato,No
24.4,62.7,48.8,Tomato,No
21.2,59,46.7,Tomato,No
24.7,60.2,51.2,Tomato,No
28.5,61.4,50.7,Tomato,No
21.3,54.1,57,Tomato,No
23.4,61.9,47.9,Tomato,No
19,55.1,54.8,Tomato,No
23.4,66.8,51.2,Tomato,No
25.3,58.7,47.8,Tomato,No
25.4,59.4,52.7,Tomato,No
24.2,57.4,51.9,Tomato,No
25.8,57.9,50.1,Tomato,No
29.1,67.6,50.9,Tomato,No
27.4,63.1,48,Tomato,No
23,54.8,47.2,Tomato,No
21.1,65,52.5,Tomato,No
23.2,64,49.3,Tomato,No
22.1,59.1,49.7,Tomato,No
24.9,61,50.9,Tomato,No
21.6,60,50.9,Tomato,No
23.9,66.6,45.2,Tomato,No
25.7,57.3,54.3,Tomato,No
23.8,60.5,50.4,Tomato,No
22.1,58.6,49.3,Tomato,No
18.6,76.7,59.5,Potato,No
18.1,65.7,59.9,Potato,No
19.4,59.8,60.2,Potato,No
18.8,69.2,63.2,Potato,No
19.3,74.3,57.5,Potato,No
20.9,63.4,57.2,Potato,No
19.7,69.2,64.1,Potato,No
17.1,71.1,58.5,Potato,No
14.7,70.1,55.8,Potato,No
21.7,65.6,58.4,Potato,No
16.9,61.5,58.9,Potato,No
16.3,64.6,65.2,Potato,No
13.2,67.3,63.1,Potato,No
18.3,69.5,63.8,Potato,No
17.9,66.7,62.7,Potato,No
13.7,63.1,63.2,Potato,No
18.6,67.8,57.7,Potato,No
16.3,69.3,59.3,Potato,No
24.2,66.9,56.7,Potato,No
16.1,60.8,59.3,Potato,No
16.4,64.1,62.3,Potato,No
15.3,69.7,60.4,Potato,No
20.7,58.1,64.4,Potato,No
16.6,54.5,56.2,Potato,No
15.7,72.5,61.7,Potato,No
19.3,67.6,55.8,Potato,No
14,68,60.3,Potato,No
19.1,59.6,62.5,Potato,No
22,68.7,59.3,Potato,No
18.9,66.4,61.8,Potato,No
19.1,57.1,56.8,Potato,No
19.7,72.1,54.5,Potato,No
21.8,65.8,61.9,Potato,No
20.5,63,65.8,Potato,No
18.6,63.1,56.7,Potato,No
19.8,54.9,64.1,Potato,No
15.3,68,60.1,Potato,No
19.4,66.3,55.5,Potato,No
15,64,56.2,Potato,No
16.6,71.4,60.1,Potato,No
10,58.1,58.7,Potato,No
18.5,62,55.6,Potato,No
15.9,60.7,54.4,Potato,No
20.3,63.6,57.2,Potato,No
18.5,65.3,60.6,Potato,No
20.3,67.2,60,Potato,No
14.8,63.3,58.3,Potato,No
20.1,60.6,60.7,Potato,No
22.8,73.4,63.5,Potato,No
19.4,77.1,61.3,Potato,No
19.5,65.7,59.6,Potato,No
17.9,61.2,63.1,Potato,No
16.2,72.4,56.8,Potato,No
19.4,57.8,59.3,Potato,No
13.7,63.3,59.3,Potato,No
16.5,61.5,55.9,Potato,No
13.1,59.2,58.6,Potato,No
15.7,63.6,53.1,Potato,No
19.1,60.7,66.4,Potato,No
18.8,65.1,56.9,Potato,No
17.6,65.1,65.3,Potato,No
17.9,61.9,60.1,Potato,No
12.8,63.1,61.9,Potato,No
16.6,63.8,58.4,Potato,No
15.8,69,60.7,Potato,No
15.9,64.3,62.2,Potato,No
19,69.1,62.2,Potato,No
15.3,67.9,62.6,Potato,No
16,67.9,58.8,Potato,No
12.3,71.9,58.4,Potato,No
16.8,59.4,54.7,Potato,No
14.8,62.6,61.7,Potato,No
17.7,73.8,63.6,Potato,No
15.1,63.7,65.4,Potato,No
17.8,50.9,61,Potato,No
17.1,64,57.4,Potato,No
21.7,65.7,54.3,Potato,No
18.7,51.9,63.5,Potato,No
12.9,71.7,54,Potato,No
14.3,61.4,58.9,Potato,No
17.6,66.6,59.3,Potato,No
15.2,63.9,59.8,Potato,No
10.1,58.6,60.1,Potato,No
20.9,59.6,60.5,Potato,No
19.3,60.3,51.9,Potato,No
18.8,70.4,60,Potato,No
16,64.3,52.6,Potato,No
18.6,62.4,62.4,Potato,No
15.7,60.3,58.1,Potato,No
18,71,52.8,Potato,No
15.2,72.3,57.3,Potato,No
21.3,70.9,58.1,Potato,No
13.6,67.5,64,Potato,No
20.6,66.4,60.7,Potato,No
17.6,58.9,61.1,Potato,No
16.3,63.8,63.9,Potato,No
17.9,61.6,59.7,Potato,No
19.3,55.9,62.5,Potato,No
20.9,70.3,62.3,Potato,No
18.3,61.5,55.7,Potato,No
15.3,71,64.9,Potato,No
17.6,69.4,55.3,Potato,No
22,67.8,63.1,Potato,No
20.9,68.1,54.9,Potato,No
19.8,61.9,62,Potato,No
19.5,74.3,66.2,Potato,No
19.2,65.2,59.3,Potato,No
20.4,66.5,59.1,Potato,No
16.4,61.8,62,Potato,No
14.1,60.3,58.9,Potato,No
17.7,67.4,66.1,Potato,No
15.5,66.1,60.6,Potato,No
14.9,61.1,58.9,Potato,No
15.7,57.8,58.2,Potato,No
23.7,58.7,56.9,Potato,No
17.8,71,57.9,Potato,No
18.4,61.9,58.8,Potato,No
14.4,63.3,58.4,Potato,No
12.9,72.3,57.8,Potato,No
15.5,59.4,67,Potato,No
21.1,61.4,56.6,Potato,No
18.3,61.2,60.5,Potato,No
19,73.1,62,Potato,No
19.3,75,62.1,Potato,No
16,68.8,59.8,Potato,No
21,68.9,59.2,Potato,No
15.9,62.1,61.5,Potato,No
21,74.7,60.9,Potato,No
18.6,66.3,59.1,Potato,No
13,69.3,54.8,Potato,No
15.6,64.5,58.4,Potato,No
13,63.7,56.2,Potato,No
20.4,73.3,57.8,Potato,No
17.4,67.7,60.1,Potato,No
11.9,72.3,61.2,Potato,No
18.4,66.3,65.9,Potato,No
16.2,60.8,58.2,Potato,No
13.8,62.1,62.6,Potato,No
21.7,65.5,61,Potato,No
17.8,61.9,64.3,Potato,No
16.8,59.5,61.9,Potato,No
16.5,71,56.6,Potato,No
13.7,62.3,54.3,Potato,No
14.2,65.7,61,Potato,No
20.7,66.5,58.2,Potato,No
16.3,62.1,56.7,Potato,No
17.6,72.3,55.8,Potato,No
12.4,59.4,60.5,Potato,No
14.2,66.3,65,Potato,No
19,66.2,58.6,Potato,No
18.4,64.7,62,Potato,No
21.9,58.5,59.7,Potato,No
20.9,69.4,55.7,Potato,No
